GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2020-08-22,41900103,Final,1610612753,1610612749,2019,1610612753,107.0,"0,45","0,86","0,49",24.0,35.0,1610612749,121.0,"0,561","0,706","0,459",27.0,43.0,0
2020-08-22,41900133,Final,1610612748,1610612754,2019,1610612748,124.0,"0,45","0,83","0,39",23.0,46.0,1610612754,115.0,"0,488","0,75","0,364",23.0,37.0,1
2020-08-22,41900173,Final,1610612760,1610612745,2019,1610612760,119.0,"0,45","0,68","0,34",20.0,54.0,1610612745,107.0,"0,413","0,696","0,3",14.0,46.0,1
2020-08-22,41900143,Final,1610612757,1610612747,2019,1610612757,108.0,"0,41","0,95","0,34",17.0,38.0,1610612747,116.0,"0,5","0,651","0,333",26.0,55.0,0
2020-08-21,41900113,Final,1610612751,1610612761,2019,1610612751,92.0,"0,33","0,73","0,31",24.0,42.0,1610612761,117.0,"0,505","0,636","0,474",35.0,56.0,0
2020-08-21,41900163,Final,1610612762,1610612743,2019,1610612762,124.0,"0,51","0,77","0,49",27.0,50.0,1610612743,87.0,"0,375","0,818","0,316",20.0,45.0,1
2020-08-21,41900123,Final,1610612755,1610612738,2019,1610612755,94.0,"0,30","0,85","0,23",14.0,57.0,1610612738,102.0,"0,414","0,917","0,258",15.0,45.0,0
2020-08-21,41900153,Final,1610612742,1610612746,2019,1610612742,122.0,"0,51","0,71","0,40",27.0,42.0,1610612746,130.0,"0,522","0,815","0,412",24.0,44.0,0
2020-08-20,41900132,Final,1610612754,1610612748,2019,1610612754,100.0,"0,44","0,80","0,35",25.0,38.0,1610612748,109.0,"0,474","0,679","0,514",27.0,41.0,0
2020-08-20,41900172,Final,1610612745,1610612760,2019,1610612745,111.0,"0,42","0,89","0,34",21.0,41.0,1610612760,98.0,"0,443","0,895","0,344",15.0,48.0,1
2020-08-20,41900102,Final,1610612749,1610612753,2019,1610612749,111.0,"0,47","0,75","0,37",26.0,57.0,1610612753,96.0,"0,348","0,871","0,212",18.0,42.0,1
2020-08-20,41900142,Final,1610612747,1610612757,2019,1610612747,111.0,"0,48","0,90","0,37",26.0,50.0,1610612757,88.0,"0,4","0,75","0,276",14.0,41.0,1
2020-08-19,41900112,Final,1610612761,1610612751,2019,1610612761,104.0,"0,44","0,68","0,26",22.0,44.0,1610612751,99.0,"0,388","0,704","0,341",25.0,46.0,1
2020-08-19,41900162,Final,1610612743,1610612762,2019,1610612743,105.0,"0,46","0,78","0,48",22.0,41.0,1610612762,124.0,"0,517","0,824","0,455",32.0,36.0,0
2020-08-19,41900122,Final,1610612738,1610612755,2019,1610612738,128.0,"0,51","0,72","0,44",20.0,43.0,1610612755,101.0,"0,418","0,811","0,238",21.0,38.0,1
2020-08-19,41900152,Final,1610612746,1610612742,2019,1610612746,114.0,"0,44","0,77","0,29",16.0,47.0,1610612742,127.0,"0,5","0,703","0,448",25.0,49.0,0
2020-08-18,41900101,Final,1610612749,1610612753,2019,1610612749,110.0,"0,43","0,64","0,33",28.0,47.0,1610612753,122.0,"0,494","0,947","0,39",29.0,48.0,0
2020-08-18,41900131,Final,1610612754,1610612748,2019,1610612754,101.0,"0,47","0,86","0,42",22.0,37.0,1610612748,113.0,"0,494","0,8","0,371",22.0,35.0,0
2020-08-18,41900171,Final,1610612745,1610612760,2019,1610612745,123.0,"0,48","0,90","0,39",25.0,36.0,1610612760,108.0,"0,44","0,84","0,371",22.0,46.0,1
2020-08-18,41900141,Final,1610612747,1610612757,2019,1610612747,93.0,"0,35","0,65","0,16",22.0,55.0,1610612757,100.0,"0,392","0,758","0,382",18.0,50.0,0
2020-08-17,41900161,Final,1610612743,1610612762,2019,1610612743,135.0,"0,52","0,83","0,54",23.0,41.0,1610612762,125.0,"0,474","0,739","0,34",18.0,52.0,1
2020-08-17,41900111,Final,1610612761,1610612751,2019,1610612761,134.0,"0,47","0,97","0,50",26.0,47.0,1610612751,110.0,"0,467","0,688","0,31",33.0,45.0,1
2020-08-17,41900121,Final,1610612738,1610612755,2019,1610612738,109.0,"0,42","0,89","0,32",22.0,43.0,1610612755,101.0,"0,463","0,783","0,333",23.0,50.0,1
2020-08-17,41900151,Final,1610612746,1610612742,2019,1610612746,118.0,"0,47","0,75","0,34",18.0,45.0,1610612742,110.0,"0,457","0,875","0,349",18.0,41.0,1
2020-08-15,51900111,Final,1610612757,1610612763,2019,1610612757,126.0,"0,45","0,85","0,38",20.0,39.0,1610612763,122.0,"0,489","0,818","0,56",30.0,49.0,1
2020-08-14,21901318,Final,1610612761,1610612743,2019,1610612761,117.0,"0,50","0,64","0,51",27.0,51.0,1610612743,109.0,"0,414","0,913","0,421",27.0,41.0,1
2020-08-14,21901316,Final,1610612754,1610612748,2019,1610612754,109.0,"0,48","0,73","0,40",32.0,51.0,1610612748,92.0,"0,356","0,741","0,263",14.0,48.0,1
2020-08-14,21901317,Final,1610612746,1610612760,2019,1610612746,107.0,"0,40","0,69","0,32",23.0,61.0,1610612760,103.0,"0,358","0,591","0,318",18.0,48.0,1
2020-08-14,21901315,Final,1610612745,1610612755,2019,1610612745,96.0,"0,44","0,88","0,25",25.0,27.0,1610612755,134.0,"0,563","0,818","0,474",31.0,51.0,0
2020-08-13,21901308,Final,1610612738,1610612764,2019,1610612738,90.0,"0,40","0,86","0,23",22.0,51.0,1610612764,96.0,"0,386","0,75","0,385",22.0,56.0,0
2020-08-13,21901310,Final,1610612747,1610612758,2019,1610612747,122.0,"0,49","0,73","0,43",29.0,47.0,1610612758,136.0,"0,568","0,583","0,447",37.0,44.0,0
2020-08-13,21901311,Final,1610612763,1610612749,2019,1610612763,119.0,"0,50","0,70","0,39",36.0,55.0,1610612749,106.0,"0,398","0,652","0,317",27.0,45.0,1
2020-08-13,21901313,Final,1610612756,1610612742,2019,1610612756,128.0,"0,55","0,76","0,41",34.0,45.0,1610612742,102.0,"0,438","0,842","0,308",17.0,43.0,1
2020-08-13,21901314,Final,1610612762,1610612759,2019,1610612762,118.0,"0,47","0,90","0,33",25.0,43.0,1610612759,112.0,"0,494","0,667","0,5",24.0,44.0,1
2020-08-13,21901309,Final,1610612751,1610612757,2019,1610612751,133.0,"0,55","0,68","0,42",28.0,46.0,1610612757,134.0,"0,481","0,875","0,333",25.0,42.0,0
2020-08-13,21901312,Final,1610612753,1610612740,2019,1610612753,133.0,"0,57","0,73","0,54",25.0,33.0,1610612740,127.0,"0,552","0,778","0,294",22.0,40.0,1
2020-08-12,21901304,Final,1610612745,1610612754,2019,1610612745,104.0,"0,37","0,86","0,28",20.0,49.0,1610612754,108.0,"0,4","0,773","0,355",25.0,54.0,0
2020-08-12,21901305,Final,1610612755,1610612761,2019,1610612755,121.0,"0,46","0,79","0,43",27.0,47.0,1610612761,125.0,"0,444","0,675","0,419",28.0,47.0,0
2020-08-12,21901306,Final,1610612760,1610612748,2019,1610612760,116.0,"0,44","0,82","0,38",20.0,50.0,1610612748,115.0,"0,488","0,85","0,333",24.0,40.0,1
2020-08-12,21901307,Final,1610612743,1610612746,2019,1610612743,111.0,"0,49","0,63","0,37",33.0,42.0,1610612746,124.0,"0,541","0,783","0,378",29.0,40.0,0
2020-08-11,21901297,Final,1610612753,1610612751,2019,1610612753,96.0,"0,39","0,86","0,30",13.0,49.0,1610612751,108.0,"0,427","0,792","0,302",26.0,47.0,0
2020-08-11,21901298,Final,1610612759,1610612745,2019,1610612759,123.0,"0,50","0,90","0,41",28.0,59.0,1610612745,105.0,"0,404","0,905","0,292",18.0,37.0,1
2020-08-11,21901299,Final,1610612755,1610612756,2019,1610612755,117.0,"0,50","0,71","0,46",28.0,34.0,1610612756,130.0,"0,551","0,952","0,429",28.0,44.0,0
2020-08-11,21901301,Final,1610612763,1610612738,2019,1610612763,107.0,"0,39","0,79","0,24",26.0,44.0,1610612738,122.0,"0,512","0,783","0,432",29.0,46.0,0
2020-08-11,21901300,Final,1610612742,1610612757,2019,1610612742,131.0,"0,52","0,82","0,46",28.0,37.0,1610612757,134.0,"0,469","0,931","0,395",18.0,48.0,0
2020-08-11,21901302,Final,1610612758,1610612740,2019,1610612758,112.0,"0,49","0,94","0,42",27.0,45.0,1610612740,106.0,"0,512","0,789","0,292",25.0,34.0,1
2020-08-11,21901303,Final,1610612764,1610612749,2019,1610612764,113.0,"0,41","0,77","0,34",22.0,44.0,1610612749,126.0,"0,506","0,714","0,474",25.0,53.0,0
2020-08-10,21901292,Final,1610612756,1610612760,2019,1610612756,128.0,"0,47","0,93","0,50",29.0,53.0,1610612760,101.0,"0,389","0,857","0,333",24.0,40.0,1
2020-08-10,21901293,Final,1610612762,1610612742,2019,1610612762,114.0,"0,48","0,75","0,46",28.0,38.0,1610612742,122.0,"0,565","0,875","0,5",29.0,34.0,0
2020-08-10,21901294,Final,1610612749,1610612761,2019,1610612749,106.0,"0,39","0,74","0,33",25.0,49.0,1610612761,114.0,"0,433","0,692","0,3",24.0,55.0,0
2020-08-10,21901295,Final,1610612748,1610612754,2019,1610612748,114.0,"0,45","0,68","0,33",29.0,59.0,1610612754,92.0,"0,393","0,64","0,286",20.0,45.0,1
2020-08-10,21901296,Final,1610612747,1610612743,2019,1610612747,124.0,"0,54","0,69","0,48",28.0,32.0,1610612743,121.0,"0,584","0,783","0,565",27.0,35.0,1
2020-08-09,21901285,Final,1610612760,1610612764,2019,1610612760,121.0,"0,51","0,77","0,46",25.0,43.0,1610612764,103.0,"0,413","0,818","0,25",23.0,44.0,1
2020-08-09,21901286,Final,1610612761,1610612763,2019,1610612761,108.0,"0,48","0,76","0,39",25.0,40.0,1610612763,99.0,"0,407","0,688","0,333",24.0,42.0,1
2020-08-09,21901287,Final,1610612740,1610612759,2019,1610612740,113.0,"0,44","0,77","0,40",30.0,48.0,1610612759,122.0,"0,449","0,969","0,393",22.0,51.0,0
2020-08-09,21901288,Final,1610612738,1610612753,2019,1610612738,122.0,"0,44","0,83","0,30",32.0,54.0,1610612753,119.0,"0,402","0,846","0,319",24.0,52.0,1
2020-08-09,21901289,Final,1610612757,1610612755,2019,1610612757,124.0,"0,47","0,93","0,31",19.0,41.0,1610612755,121.0,"0,485","0,765","0,467",24.0,48.0,1
2020-08-09,21901290,Final,1610612758,1610612745,2019,1610612758,112.0,"0,47","0,87","0,27",29.0,41.0,1610612745,129.0,"0,473","0,833","0,316",21.0,48.0,0
2020-08-09,21901291,Final,1610612746,1610612751,2019,1610612746,120.0,"0,48","0,85","0,36",23.0,39.0,1610612751,129.0,"0,553","0,789","0,465",32.0,46.0,0
2020-08-08,21901280,Final,1610612757,1610612746,2019,1610612757,117.0,"0,49","0,71","0,40",24.0,41.0,1610612746,122.0,"0,494","0,821","0,441",24.0,45.0,0
2020-08-08,21901281,Final,1610612743,1610612762,2019,1610612743,134.0,"0,47","0,77","0,24",29.0,52.0,1610612762,132.0,"0,448","0,727","0,4",34.0,51.0,1
2020-08-08,21901282,Final,1610612754,1610612747,2019,1610612754,116.0,"0,52","0,93","0,46",25.0,42.0,1610612747,111.0,"0,42","0,737","0,333",20.0,44.0,1
2020-08-08,21901283,Final,1610612748,1610612756,2019,1610612748,112.0,"0,49","0,86","0,31",28.0,37.0,1610612756,119.0,"0,478","0,95","0,375",27.0,52.0,0
2020-08-08,21901284,Final,1610612742,1610612749,2019,1610612742,136.0,"0,42","0,92","0,32",37.0,54.0,1610612749,132.0,"0,475","0,676","0,341",26.0,55.0,1
2020-08-07,21901274,Final,1610612759,1610612762,2019,1610612759,119.0,"0,51","0,77","0,41",27.0,47.0,1610612762,111.0,"0,418","0,792","0,432",25.0,49.0,1
2020-08-07,21901275,Final,1610612763,1610612760,2019,1610612763,121.0,"0,55","0,90","0,36",24.0,58.0,1610612760,92.0,"0,351","0,733","0,302",19.0,36.0,1
2020-08-07,21901276,Final,1610612751,1610612758,2019,1610612751,119.0,"0,49","0,64","0,43",30.0,44.0,1610612758,106.0,"0,427","0,75","0,3",19.0,50.0,1
2020-08-07,21901277,Final,1610612755,1610612753,2019,1610612755,108.0,"0,41","0,73","0,28",19.0,51.0,1610612753,101.0,"0,42","0,76","0,25",17.0,47.0,1
2020-08-07,21901278,Final,1610612740,1610612764,2019,1610612740,118.0,"0,48","0,85","0,34",25.0,45.0,1610612764,107.0,"0,422","0,913","0,37",22.0,40.0,1
2020-08-07,21901279,Final,1610612761,1610612738,2019,1610612761,100.0,"0,43","0,82","0,26",20.0,48.0,1610612738,122.0,"0,49","0,75","0,348",27.0,52.0,0
2020-08-06,21901268,Final,1610612758,1610612740,2019,1610612758,140.0,"0,54","0,73","0,49",26.0,39.0,1610612740,125.0,"0,573","0,739","0,412",31.0,30.0,1
2020-08-06,21901269,Final,1610612749,1610612748,2019,1610612749,130.0,"0,53","0,87","0,41",27.0,44.0,1610612748,116.0,"0,422","0,926","0,457",28.0,39.0,1
2020-08-06,21901270,Final,1610612756,1610612754,2019,1610612756,114.0,"0,47","0,95","0,27",27.0,53.0,1610612754,99.0,"0,435","0,789","0,345",20.0,38.0,1
2020-08-06,21901271,Final,1610612742,1610612746,2019,1610612742,111.0,"0,45","0,76","0,35",24.0,37.0,1610612746,126.0,"0,543","0,8","0,452",22.0,45.0,0
2020-08-06,21901272,Final,1610612743,1610612757,2019,1610612743,115.0,"0,52","0,77","0,50",30.0,44.0,1610612757,125.0,"0,467","0,8","0,59",30.0,39.0,0
2020-08-06,21901273,Final,1610612745,1610612747,2019,1610612745,113.0,"0,43","0,87","0,37",26.0,34.0,1610612747,97.0,"0,455","0,694","0,105",18.0,48.0,1
2020-08-05,21901262,Final,1610612762,1610612763,2019,1610612762,124.0,"0,45","0,91","0,40",25.0,46.0,1610612763,115.0,"0,473","0,72","0,379",21.0,41.0,1
2020-08-05,21901263,Final,1610612764,1610612755,2019,1610612764,98.0,"0,42","0,79","0,33",17.0,48.0,1610612755,107.0,"0,463","0,69","0,379",27.0,41.0,0
2020-08-05,21901264,Final,1610612759,1610612743,2019,1610612759,126.0,"0,50","0,85","0,37",29.0,35.0,1610612743,132.0,"0,549","0,857","0,389",31.0,46.0,0
2020-08-05,21901265,Final,1610612747,1610612760,2019,1610612747,86.0,"0,35","0,66","0,14",17.0,46.0,1610612760,105.0,"0,43","0,889","0,208",17.0,52.0,0
2020-08-05,21901266,Final,1610612753,1610612761,2019,1610612753,99.0,"0,40","0,69","0,27",26.0,43.0,1610612761,109.0,"0,487","0,7","0,364",25.0,44.0,0
2020-08-05,21901267,Final,1610612738,1610612751,2019,1610612738,149.0,"0,57","0,83","0,51",29.0,43.0,1610612751,115.0,"0,474","0,81","0,25",23.0,34.0,1
2020-08-04,21901256,Final,1610612749,1610612751,2019,1610612749,116.0,"0,48","0,65","0,33",28.0,54.0,1610612751,119.0,"0,417","0,75","0,368",30.0,42.0,0
2020-08-04,21901257,Final,1610612758,1610612742,2019,1610612758,110.0,"0,41","0,67","0,37",26.0,47.0,1610612742,114.0,"0,367","0,78","0,22",22.0,61.0,0
2020-08-04,21901258,Final,1610612746,1610612756,2019,1610612746,115.0,"0,49","0,85","0,28",21.0,48.0,1610612756,117.0,"0,469","0,714","0,531",25.0,44.0,0
2020-08-04,21901259,Final,1610612754,1610612753,2019,1610612754,120.0,"0,55","0,79","0,39",29.0,32.0,1610612753,109.0,"0,476","0,826","0,353",21.0,43.0,1
2020-08-04,21901260,Final,1610612748,1610612738,2019,1610612748,112.0,"0,44","0,74","0,35",22.0,42.0,1610612738,106.0,"0,435","0,815","0,303",15.0,45.0,1
2020-08-04,21901261,Final,1610612757,1610612745,2019,1610612757,110.0,"0,41","0,69","0,39",18.0,64.0,1610612745,102.0,"0,391","0,625","0,358",24.0,39.0,1
2020-08-03,21901250,Final,1610612748,1610612761,2019,1610612748,103.0,"0,43","0,94","0,31",29.0,41.0,1610612761,107.0,"0,433","0,917","0,5",19.0,39.0,0
2020-08-03,21901251,Final,1610612760,1610612743,2019,1610612760,113.0,"0,43","0,77","0,42",20.0,42.0,1610612743,121.0,"0,483","0,769","0,28",23.0,46.0,0
2020-08-03,21901252,Final,1610612764,1610612754,2019,1610612764,100.0,"0,44","0,54","0,37",30.0,45.0,1610612754,111.0,"0,478",1,"0,269",20.0,45.0,0
2020-08-03,21901253,Final,1610612740,1610612763,2019,1610612740,109.0,"0,45","0,62","0,38",25.0,49.0,1610612763,99.0,"0,398","0,867","0,279",25.0,43.0,1
2020-08-03,21901254,Final,1610612755,1610612759,2019,1610612755,132.0,"0,53","0,87","0,45",26.0,35.0,1610612759,130.0,"0,495","0,897","0,462",21.0,44.0,1
2020-08-03,21901255,Final,1610612762,1610612747,2019,1610612762,108.0,"0,45","0,88","0,28",25.0,42.0,1610612747,116.0,"0,5","0,806","0,346",23.0,38.0,0
2020-08-02,21901244,Final,1610612751,1610612764,2019,1610612751,118.0,"0,42","0,84","0,33",23.0,48.0,1610612764,110.0,"0,455","0,778","0,29",26.0,46.0,1
2020-08-02,21901245,Final,1610612738,1610612757,2019,1610612738,128.0,"0,55","0,77","0,60",24.0,36.0,1610612757,124.0,"0,5","0,938","0,452",31.0,35.0,1
2020-08-02,21901246,Final,1610612763,1610612759,2019,1610612763,106.0,"0,46","0,83","0,23",27.0,39.0,1610612759,108.0,"0,419","0,727","0,414",22.0,49.0,0
2020-08-02,21901247,Final,1610612753,1610612758,2019,1610612753,132.0,"0,52","0,80","0,47",31.0,46.0,1610612758,116.0,"0,495","0,818","0,286",30.0,39.0,1
2020-08-02,21901248,Final,1610612745,1610612749,2019,1610612745,120.0,"0,40","0,87","0,34",22.0,36.0,1610612749,116.0,"0,489","0,739","0,257",21.0,65.0,1
2020-08-02,21901249,Final,1610612756,1610612742,2019,1610612756,117.0,"0,45","0,91","0,36",22.0,49.0,1610612742,115.0,"0,409","0,892","0,194",22.0,49.0,1
2020-08-01,21901239,Final,1610612743,1610612748,2019,1610612743,105.0,"0,44","0,79","0,23",28.0,38.0,1610612748,125.0,"0,556","0,865","0,448",29.0,38.0,0
2020-08-01,21901240,Final,1610612760,1610612762,2019,1610612760,110.0,"0,53","0,75","0,39",19.0,47.0,1610612762,94.0,"0,391","0,818","0,258",17.0,35.0,1
2020-08-01,21901241,Final,1610612746,1610612740,2019,1610612746,126.0,"0,43","0,77","0,53",23.0,48.0,1610612740,103.0,"0,447","0,643","0,3",24.0,48.0,1
2020-08-01,21901242,Final,1610612754,1610612755,2019,1610612754,127.0,"0,51","0,74","0,41",31.0,34.0,1610612755,121.0,"0,495","0,8","0,36",20.0,55.0,1
2020-08-01,21901243,Final,1610612761,1610612747,2019,1610612761,107.0,"0,42","0,89","0,41",24.0,51.0,1610612747,92.0,"0,354","0,727","0,25",17.0,40.0,1
2020-07-31,21901233,Final,1610612751,1610612753,2019,1610612751,118.0,"0,48","0,74","0,31",30.0,39.0,1610612753,128.0,"0,529","0,893","0,355",31.0,42.0,0
2020-07-31,21901234,Final,1610612757,1610612763,2019,1610612757,140.0,"0,54","0,85","0,43",27.0,42.0,1610612763,135.0,"0,452","0,76","0,317",25.0,39.0,1
2020-07-31,21901235,Final,1610612764,1610612756,2019,1610612764,112.0,"0,46","0,87","0,36",18.0,36.0,1610612756,125.0,"0,525","0,938","0,344",29.0,37.0,0
2020-07-31,21901236,Final,1610612749,1610612738,2019,1610612749,119.0,"0,46","0,82","0,32",25.0,47.0,1610612738,112.0,"0,407","0,794","0,297",18.0,48.0,1
2020-07-31,21901237,Final,1610612759,1610612758,2019,1610612759,129.0,"0,53","0,82","0,44",32.0,42.0,1610612758,120.0,"0,484","0,8","0,316",22.0,42.0,1
2020-07-31,21901238,Final,1610612742,1610612745,2019,1610612742,149.0,"0,48","0,74","0,43",30.0,55.0,1610612745,153.0,"0,515","0,769","0,396",26.0,43.0,0
2020-07-30,21901231,Final,1610612740,1610612762,2019,1610612740,104.0,"0,43","0,72","0,36",22.0,45.0,1610612762,106.0,"0,44","0,857","0,235",17.0,43.0,0
2020-07-30,21901232,Final,1610612747,1610612746,2019,1610612747,103.0,"0,39","0,76","0,31",21.0,45.0,1610612746,101.0,"0,432","0,75","0,444",17.0,36.0,1
2020-07-28,11900128,Final,1610612748,1610612763,2019,1610612748,110.0,"0,43","0,72","0,33",33.0,43.0,1610612763,128.0,"0,469","0,792","0,452",32.0,54.0,0
2020-07-28,11900129,Final,1610612756,1610612761,2019,1610612756,117.0,"0,43","0,96","0,38",28.0,35.0,1610612761,106.0,"0,45","0,783","0,372",23.0,46.0,1
2020-07-28,11900130,Final,1610612754,1610612759,2019,1610612754,111.0,"0,45","0,75","0,42",23.0,49.0,1610612759,118.0,"0,484","0,905","0,259",29.0,48.0,0
2020-07-28,11900131,Final,1610612757,1610612760,2019,1610612757,120.0,"0,49","0,55","0,49",28.0,47.0,1610612760,131.0,"0,517","0,655","0,5",30.0,41.0,0
2020-07-28,11900132,Final,1610612745,1610612738,2019,1610612745,137.0,"0,46","0,91","0,40",26.0,48.0,1610612738,112.0,"0,466","0,581","0,364",21.0,48.0,1
2020-07-28,11900133,Final,1610612755,1610612742,2019,1610612755,115.0,"0,37","0,71","0,30",25.0,67.0,1610612742,118.0,"0,402","0,75","0,293",22.0,56.0,0
2020-07-27,11900123,Final,1610612747,1610612764,2019,1610612747,123.0,"0,49","0,71","0,46",22.0,47.0,1610612764,116.0,"0,461","0,774","0,294",27.0,42.0,1
2020-07-27,11900124,Final,1610612746,1610612758,2019,1610612746,102.0,"0,36","0,88","0,28",21.0,47.0,1610612758,106.0,"0,407","0,844","0,317",22.0,51.0,0
2020-07-27,11900125,Final,1610612751,1610612762,2019,1610612751,107.0,"0,46","0,48","0,36",27.0,45.0,1610612762,112.0,"0,447","0,719","0,371",18.0,54.0,0
2020-07-27,11900126,Final,1610612743,1610612753,2019,1610612743,110.0,"0,54","0,64","0,43",26.0,46.0,1610612753,114.0,"0,449","0,667","0,486",30.0,42.0,0
2020-07-27,11900127,Final,1610612749,1610612740,2019,1610612749,103.0,"0,40","0,76","0,26",18.0,51.0,1610612740,124.0,"0,457","0,793","0,362",22.0,39.0,0
2020-07-26,11900118,Final,1610612760,1610612755,2019,1610612760,102.0,"0,38","0,66","0,29",22.0,59.0,1610612755,97.0,"0,383","0,556","0,357",27.0,56.0,1
2020-07-26,11900119,Final,1610612738,1610612756,2019,1610612738,117.0,"0,49","0,65","0,39",21.0,48.0,1610612756,103.0,"0,389","0,793","0,263",23.0,50.0,1
2020-07-26,11900120,Final,1610612742,1610612754,2019,1610612742,111.0,"0,43","0,69","0,40",27.0,44.0,1610612754,118.0,"0,484","0,857","0,258",26.0,52.0,0
2020-07-26,11900121,Final,1610612761,1610612757,2019,1610612761,110.0,"0,39","0,69","0,39",23.0,54.0,1610612757,104.0,"0,419","0,735","0,25",22.0,50.0,1
2020-07-26,11900122,Final,1610612763,1610612745,2019,1610612763,104.0,"0,39","0,78","0,24",21.0,51.0,1610612745,119.0,"0,427","0,808","0,431",25.0,48.0,0
2020-07-25,11900112,Final,1610612753,1610612747,2019,1610612753,112.0,"0,34","0,84","0,18",21.0,45.0,1610612747,119.0,"0,569","0,778","0,45",24.0,49.0,0
