GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2020-09-11,41900217,Final,1610612761,1610612738,2019,1610612761,87.0,"0,41","0,90","0,29",17.0,44.0,1610612738,92.0,"0,407","0,565","0,237",19.0,44.0,0
2020-09-10,41900224,Final,1610612745,1610612747,2019,1610612745,100.0,"0,43","0,77","0,42",24.0,26.0,1610612747,110.0,"0,489","0,938","0,3",30.0,52.0,0
2020-09-09,41900216,Final,1610612738,1610612761,2019,1610612738,122.0,"0,44","0,83","0,41",32.0,58.0,1610612761,125.0,"0,436","0,72","0,404",22.0,46.0,0
2020-09-09,41900234,Final,1610612743,1610612746,2019,1610612743,85.0,"0,40","0,85","0,33",19.0,38.0,1610612746,96.0,"0,418","0,733","0,286",19.0,41.0,0
2020-09-08,41900205,Final,1610612749,1610612748,2019,1610612749,94.0,"0,36","0,73","0,27",20.0,41.0,1610612748,103.0,"0,479","0,917","0,355",21.0,48.0,0
2020-09-08,41900223,Final,1610612745,1610612747,2019,1610612745,102.0,"0,47","1,00","0,40",23.0,30.0,1610612747,112.0,"0,551","0,696","0,333",25.0,43.0,0
2020-09-07,41900215,Final,1610612761,1610612738,2019,1610612761,89.0,"0,39","0,85","0,30",19.0,36.0,1610612738,111.0,"0,494","0,889","0,324",23.0,45.0,0
2020-09-07,41900233,Final,1610612743,1610612746,2019,1610612743,107.0,"0,47","0,80","0,32",32.0,36.0,1610612746,113.0,"0,547","0,769","0,355",23.0,41.0,0
2020-09-06,41900204,Final,1610612748,1610612749,2019,1610612748,115.0,"0,44","0,90","0,36",33.0,41.0,1610612749,118.0,"0,489","0,773","0,314",25.0,46.0,0
2020-09-06,41900222,Final,1610612747,1610612745,2019,1610612747,117.0,"0,57","0,61","0,44",30.0,41.0,1610612745,109.0,"0,449","0,739","0,415",22.0,35.0,1
2020-09-05,41900214,Final,1610612738,1610612761,2019,1610612738,93.0,"0,44","0,74","0,20",18.0,45.0,1610612761,100.0,"0,395","0,789","0,386",23.0,41.0,0
2020-09-05,41900232,Final,1610612746,1610612743,2019,1610612746,101.0,"0,41","0,69","0,28",20.0,52.0,1610612743,110.0,"0,451","0,765","0,375",18.0,45.0,0
2020-09-04,41900203,Final,1610612748,1610612749,2019,1610612748,115.0,"0,45","0,79","0,38",27.0,49.0,1610612749,100.0,"0,42","0,714","0,297",23.0,44.0,1
2020-09-04,41900221,Final,1610612747,1610612745,2019,1610612747,97.0,"0,42","0,84","0,29",18.0,41.0,1610612745,112.0,"0,481","0,741","0,359",19.0,41.0,0
2020-09-03,41900213,Final,1610612738,1610612761,2019,1610612738,103.0,"0,47","0,76","0,31",21.0,44.0,1610612761,104.0,"0,466","0,563","0,325",23.0,39.0,0
2020-09-03,41900231,Final,1610612746,1610612743,2019,1610612746,120.0,"0,57","0,82","0,42",23.0,45.0,1610612743,97.0,"0,422","0,667","0,25",20.0,40.0,1
2020-09-02,41900202,Final,1610612749,1610612748,2019,1610612749,114.0,"0,44","0,85","0,28",16.0,50.0,1610612748,116.0,"0,457","0,781","0,378",22.0,38.0,0
2020-09-02,41900177,Final,1610612745,1610612760,2019,1610612745,104.0,"0,40","0,90","0,35",18.0,44.0,1610612760,102.0,"0,461","0,762","0,471",24.0,46.0,1
2020-09-01,41900212,Final,1610612761,1610612738,2019,1610612761,99.0,"0,40","0,84","0,28",25.0,41.0,1610612738,102.0,"0,421","0,92","0,395",18.0,44.0,0
2020-09-01,41900167,Final,1610612743,1610612762,2019,1610612743,80.0,"0,37","0,77","0,26",21.0,46.0,1610612762,78.0,"0,38","0,667","0,235",16.0,48.0,1
2020-08-31,41900201,Final,1610612749,1610612748,2019,1610612749,104.0,"0,49","0,54","0,46",22.0,34.0,1610612748,115.0,"0,464","0,926","0,387",21.0,46.0,0
2020-08-31,41900176,Final,1610612760,1610612745,2019,1610612760,104.0,"0,43","0,89","0,33",17.0,51.0,1610612745,100.0,"0,452","0,75","0,341",19.0,41.0,1
2020-08-30,41900211,Final,1610612761,1610612738,2019,1610612761,94.0,"0,37","0,76","0,25",22.0,40.0,1610612738,112.0,"0,47","0,81","0,436",25.0,50.0,0
2020-08-30,41900156,Final,1610612742,1610612746,2019,1610612742,97.0,"0,42","0,59","0,30",20.0,42.0,1610612746,111.0,"0,484","0,923","0,379",22.0,52.0,0
2020-08-30,41900166,Final,1610612762,1610612743,2019,1610612762,107.0,"0,45","0,70","0,50",20.0,30.0,1610612743,119.0,"0,549","0,885","0,5",22.0,43.0,0
2020-08-29,41900105,Final,1610612749,1610612753,2019,1610612749,118.0,"0,46","0,82","0,36",27.0,56.0,1610612753,104.0,"0,394","0,714","0,366",22.0,47.0,1
2020-08-29,41900175,Final,1610612745,1610612760,2019,1610612745,114.0,"0,43","0,64","0,40",28.0,55.0,1610612760,80.0,"0,315","0,652","0,152",11.0,58.0,1
2020-08-29,41900145,Final,1610612747,1610612757,2019,1610612747,131.0,"0,55","0,81","0,39",27.0,41.0,1610612757,122.0,"0,473","0,808","0,481",20.0,43.0,1
2020-08-25,41900165,Final,1610612743,1610612762,2019,1610612743,117.0,"0,51","0,94","0,46",22.0,38.0,1610612762,107.0,"0,5","0,813","0,471",23.0,35.0,1
2020-08-25,41900155,Final,1610612746,1610612742,2019,1610612746,154.0,"0,63","0,77","0,63",28.0,49.0,1610612742,111.0,"0,447","0,697","0,324",19.0,31.0,1
2020-08-24,41900104,Final,1610612753,1610612749,2019,1610612753,106.0,"0,41","0,80","0,40",26.0,43.0,1610612749,121.0,"0,495","0,667","0,415",29.0,49.0,0
2020-08-24,41900174,Final,1610612760,1610612745,2019,1610612760,117.0,"0,49","0,79","0,34",16.0,46.0,1610612745,114.0,"0,451","0,9","0,397",25.0,40.0,1
2020-08-24,41900134,Final,1610612748,1610612754,2019,1610612748,99.0,"0,44","0,79","0,27",24.0,60.0,1610612754,87.0,"0,413","0,636","0,378",20.0,34.0,1
2020-08-24,41900144,Final,1610612757,1610612747,2019,1610612757,115.0,"0,45","0,74","0,43",20.0,42.0,1610612747,135.0,"0,563","0,667","0,436",29.0,41.0,0
2020-08-23,41900124,Final,1610612755,1610612738,2019,1610612755,106.0,"0,43","0,79","0,27",12.0,39.0,1610612738,110.0,"0,463","0,759","0,343",19.0,42.0,0
2020-08-23,41900154,Final,1610612742,1610612746,2019,1610612742,135.0,"0,50","0,75","0,36",20.0,54.0,1610612746,133.0,"0,464","0,906","0,368",19.0,41.0,1
2020-08-23,41900114,Final,1610612751,1610612761,2019,1610612751,122.0,"0,40","0,76","0,38",21.0,44.0,1610612761,150.0,"0,554","0,727","0,468",39.0,57.0,0
2020-08-23,41900164,Final,1610612762,1610612743,2019,1610612762,129.0,"0,58","0,86","0,48",14.0,37.0,1610612743,127.0,"0,49","0,923","0,386",25.0,40.0,1
